"Season_End_Year","Squad","Comp","Player","Nation","Pos","Age","Born","Mins_Per_90","Touches_Touches","Def Pen_Touches","Def 3rd_Touches","Mid 3rd_Touches","Att 3rd_Touches","Att Pen_Touches","Live_Touches","Att_Take","Succ_Take","Succ_percent_Take","Tkld_Take","Tkld_percent_Take","Carries_Carries","TotDist_Carries","PrgDist_Carries","PrgC_Carries","Final_Third_Carries","CPA_Carries","Mis_Carries","Dis_Carries","Rec_Receiving","PrgR_Receiving","Url"
2025,"Southampton","Premier League","Yukinari Sugawara","JPN","DF","24-111",2000,6.3,430,28,145,166,120,8,430,7,3,42.9,3,42.9,234,1041,573,10,9,1,6,1,294,20,"https://fbref.com/en/players/580bcd18/Yukinari-Sugawara"
2025,"Southampton","Premier League","Charlie Taylor","ENG","DF","31-029",1993,2.2,174,16,69,75,31,1,174,2,2,100,0,0,72,306,97,2,2,0,1,0,108,6,"https://fbref.com/en/players/cc2d7ad5/Charlie-Taylor"
2025,"Southampton","Premier League","Lesley Ugochukwu","FRA","MF","20-205",2004,1.6,60,2,16,36,9,2,60,1,0,0,1,100,28,157,81,3,1,1,0,1,40,1,"https://fbref.com/en/players/1df4a109/Lesley-Ugochukwu"
2025,"Southampton","Premier League","Kyle Walker-Peters","ENG","DF","27-187",1997,4.9,375,18,102,180,94,9,375,19,7,36.8,10,52.6,238,1550,800,23,8,5,0,10,282,14,"https://fbref.com/en/players/984a5a64/Kyle-Walker-Peters"
2025,"St. Pauli","Bundesliga","Oladapo Afolayan","ENG","FW,MF","26-248",1998,3.8,152,2,17,59,80,17,152,27,14,51.9,11,40.7,97,629,253,9,6,4,11,12,106,23,"https://fbref.com/en/players/5054c359/Oladapo-Afolayan"
2025,"St. Pauli","Bundesliga","Andreas Albers","DEN","FW","34-208",1990,0.3,19,0,1,4,14,4,19,0,0,NA,0,NA,8,22,1,0,0,0,0,4,18,4,"https://fbref.com/en/players/94471fb7/Andreas-Albers"
2025,"St. Pauli","Bundesliga","Scott Banks","SCO","FW,MF","23-021",2001,0.3,8,0,1,3,4,2,8,0,0,NA,0,NA,4,26,10,1,0,1,0,1,4,2,"https://fbref.com/en/players/d01f8942/Scott-Banks"
2025,"St. Pauli","Bundesliga","Carlo Boukhalfa","MAR","MF","25-167",1999,2.6,102,1,16,48,38,9,102,3,1,33.3,2,66.7,40,181,77,2,1,0,4,2,57,7,"https://fbref.com/en/players/1a86f4a9/Carlo-Boukhalfa"
2025,"St. Pauli","Bundesliga","Adam Dźwigała","POL","DF,MF","29-022",1995,1,76,2,26,39,11,3,76,0,0,NA,0,NA,26,70,39,0,0,0,0,0,45,2,"https://fbref.com/en/players/75edc8ce/Adam-Dzwigala"
2025,"St. Pauli","Bundesliga","Johannes Eggestein","GER","FW","26-162",1998,5.3,191,2,9,101,84,25,191,5,3,60,2,40,112,414,153,7,4,4,17,7,160,44,"https://fbref.com/en/players/d571df78/Johannes-Eggestein"
2025,"St. Pauli","Bundesliga","Morgan Guilavogui","GUI","FW,MF","26-221",1998,2.4,105,2,5,58,43,7,105,6,4,66.7,2,33.3,43,204,73,3,2,1,9,3,87,22,"https://fbref.com/en/players/79b51257/Morgan-Guilavogui"
2025,"St. Pauli","Bundesliga","Jackson Irvine","AUS","MF","31-224",1993,6,296,17,62,178,64,15,296,8,3,37.5,5,62.5,93,424,267,7,8,4,7,3,151,12,"https://fbref.com/en/players/4637747c/Jackson-Irvine"
2025,"St. Pauli","Bundesliga","Connor Metcalfe","AUS","MF","24-347",1999,2.5,110,5,23,56,34,1,110,4,2,50,1,25,41,221,124,5,4,0,3,0,56,8,"https://fbref.com/en/players/73ce4d7d/Connor-Metcalfe"
2025,"St. Pauli","Bundesliga","Karol Mets","EST","DF","31-154",1993,6,494,51,216,261,19,5,494,1,0,0,1,100,238,981,514,5,4,0,2,0,329,2,"https://fbref.com/en/players/ef2ad14e/Karol-Mets"
2025,"St. Pauli","Bundesliga","Lars Ritzka","GER","DF,FW","26-163",1998,2.3,128,0,28,66,34,3,128,1,0,0,1,100,28,77,45,1,0,0,0,3,68,11,"https://fbref.com/en/players/35d23b15/Lars-Ritzka"
2025,"St. Pauli","Bundesliga","Elias Saad","TUN","FW,MF","24-295",1999,3.8,156,1,15,56,88,21,156,26,9,34.6,11,42.3,116,838,424,14,7,7,19,13,114,29,"https://fbref.com/en/players/78a2284f/Elias-Saad"
2025,"St. Pauli","Bundesliga","Manolis Saliakas","GRE","MF,DF","28-035",1996,3.3,229,8,45,114,70,7,229,1,1,100,0,0,83,312,163,3,6,1,0,2,115,13,"https://fbref.com/en/players/18fe6d90/Manolis-Saliakas"
2025,"St. Pauli","Bundesliga","Danel Sinani","LUX","MF,FW","27-195",1997,0.3,16,0,0,12,4,0,16,1,1,100,0,0,6,18,4,0,0,0,1,1,10,1,"https://fbref.com/en/players/96ddfa79/Danel-Sinani"
2025,"St. Pauli","Bundesliga","Eric Smith","SWE","DF","27-283",1997,5.4,360,26,126,186,51,1,360,1,1,100,0,0,140,655,317,1,2,0,2,0,201,1,"https://fbref.com/en/players/8817312f/Eric-Smith"
2025,"St. Pauli","Bundesliga","Philipp Treu","GER","MF,DF","23-319",2000,5.9,366,9,77,181,114,9,366,7,2,28.6,4,57.1,140,808,386,11,9,1,6,4,180,30,"https://fbref.com/en/players/047822ad/Philipp-Treu"
2025,"St. Pauli","Bundesliga","Nikola Vasilj","BIH","GK","28-320",1995,6,265,175,259,6,0,0,265,1,1,100,0,0,150,871,544,0,0,0,0,0,153,0,"https://fbref.com/en/players/f038585f/Nikola-Vasilj"
2025,"St. Pauli","Bundesliga","Robert Wagner","GER","MF","21-095",2003,2.7,119,3,13,78,28,1,119,2,1,50,1,50,34,150,48,1,1,0,2,5,65,9,"https://fbref.com/en/players/e3d3fbeb/Robert-Wagner"
2025,"St. Pauli","Bundesliga","Hauke Wahl","GER","DF","30-185",1994,6,392,36,156,220,18,6,392,4,3,75,1,25,184,934,512,3,2,0,2,2,261,3,"https://fbref.com/en/players/f3db5b34/Hauke-Wahl"
2025,"Strasbourg","Ligue 1","Dilane Bakwa","FRA","FW,MF","22-052",2002,6.8,303,5,44,120,141,12,303,23,6,26.1,16,69.6,181,1160,596,20,20,8,12,9,209,37,"https://fbref.com/en/players/2b5a35e5/Dilane-Bakwa"
2025,"Strasbourg","Ligue 1","Pape Daouda Diongue","SEN","MF","",NA,0.5,35,0,3,23,9,3,35,2,0,0,2,100,19,107,42,2,1,0,3,0,27,2,"https://fbref.com/en/players/d4925a40/Pape-Daouda-Diongue"
2025,"Strasbourg","Ligue 1","Habib Diarra","SEN","MF,FW","20-288",2004,6.3,250,7,53,139,61,7,249,9,2,22.2,6,66.7,144,838,451,14,6,3,8,11,186,20,"https://fbref.com/en/players/6d0fe035/Habib-Diarra"
2025,"Strasbourg","Ligue 1","Guela Doué","CIV","DF","22-000",2002,7,516,45,260,230,34,6,516,3,2,66.7,1,33.3,231,968,491,6,2,1,6,2,295,2,"https://fbref.com/en/players/b4ef3fb5/Guela-Doue"
2025,"Strasbourg","Ligue 1","Ismaël Doukouré","FRA","MF","21-085",2003,6.5,323,27,118,191,16,0,323,5,3,60,2,40,156,580,291,6,1,0,5,11,225,5,"https://fbref.com/en/players/0512a60a/Ismael-Doukoure"
2025,"Strasbourg","Ligue 1","Emanuel Emegha","NED","FW","21-257",2003,6.6,147,11,19,60,70,24,147,11,5,45.5,6,54.5,78,497,289,13,5,11,16,7,103,25,"https://fbref.com/en/players/a0c590b9/Emanuel-Emegha"
2025,"Strasbourg","Ligue 1","Karol Fila","POL","MF","26-126",1998,0.1,4,0,2,2,0,0,4,0,0,NA,0,NA,1,1,1,0,0,0,0,0,2,0,"https://fbref.com/en/players/50ac8941/Karol-Fila"
2025,"Strasbourg","Ligue 1","Karl-Johan Johnsson","SWE","GK","34-263",1990,3,142,122,142,0,0,0,142,0,0,NA,0,NA,98,445,248,0,0,0,0,0,84,0,"https://fbref.com/en/players/a56bd2ee/Karl-Johan-Johnsson"
2025,"Strasbourg","Ligue 1","Nordine Kandil","FRA","MF","22-352",2001,0.1,8,1,2,6,0,0,8,1,1,100,0,0,5,31,21,1,0,0,0,0,7,0,"https://fbref.com/en/players/c5908bc4/Nordine-Kandil"
2025,"Strasbourg","Ligue 1","Félix Lemaréchal","FRA","FW,MF","21-071",2003,0.9,44,0,6,27,11,0,44,4,1,25,3,75,17,99,43,2,1,0,4,1,26,3,"https://fbref.com/en/players/8ca9415f/Felix-Lemarechal"
2025,"Strasbourg","Ligue 1","Sekou Mara","FRA","FW,MF","22-079",2002,1.3,57,1,10,27,20,4,57,6,1,16.7,5,83.3,38,148,34,1,1,0,7,3,39,6,"https://fbref.com/en/players/3544641e/Sekou-Mara"
2025,"Strasbourg","Ligue 1","Diego Moreira","POR","DF,FW","20-072",2004,5.2,280,22,73,131,82,14,280,18,6,33.3,11,61.1,127,935,532,17,11,6,6,5,161,29,"https://fbref.com/en/players/12de1b0d/Diego-Moreira"
2025,"Strasbourg","Ligue 1","Junior Mwanga","FRA","MF","21-159",2003,1.7,82,4,26,51,7,1,82,4,1,25,3,75,39,202,68,1,2,0,5,2,52,2,"https://fbref.com/en/players/ee158be5/Junior-Mwanga"
2025,"Strasbourg","Ligue 1","Sebastian Nanasi","SWE","FW,MF","22-154",2002,4.5,167,3,27,80,64,14,167,11,5,45.5,5,45.5,89,589,332,13,6,6,3,3,115,20,"https://fbref.com/en/players/ce747d2a/Sebastian-Nanasi"
2025,"Strasbourg","Ligue 1","Đorđe Petrović","SRB","GK","25-009",1999,4,210,124,209,1,0,0,210,0,0,NA,0,NA,132,557,338,0,0,0,0,0,144,0,"https://fbref.com/en/players/0cf321c8/Djordje-Petrovic"
2025,"Strasbourg","Ligue 1","Andrey Santos","BRA","MF","20-167",2004,5.8,332,19,118,177,40,8,332,7,6,85.7,1,14.3,137,656,430,8,3,0,12,4,196,8,"https://fbref.com/en/players/dd745366/Andrey-Santos"
2025,"Strasbourg","Ligue 1","Mamadou Sarr","FRA","DF","19-049",2005,1.8,77,15,46,30,1,0,77,0,0,NA,0,NA,20,82,30,0,0,0,0,0,37,0,"https://fbref.com/en/players/61f80c89/Mamadou-Sarr"
2025,"Strasbourg","Ligue 1","Jérémy Sebas","MTQ","FW,MF","21-186",2003,0.2,11,0,1,4,6,2,11,4,2,50,2,50,8,58,42,1,0,0,1,1,6,1,"https://fbref.com/en/players/0b6911e4/Jeremy-Sebas"
2025,"Strasbourg","Ligue 1","Marvin Senaya","TOG","DF","23-263",2001,1.2,97,7,52,41,7,0,97,1,0,0,0,0,43,181,92,1,0,0,0,0,50,1,"https://fbref.com/en/players/1d383c10/Marvin-Senaya"
2025,"Strasbourg","Ligue 1","Saidou Sow","GUI","DF","22-105",2002,6.8,392,70,265,116,12,7,392,1,0,0,1,100,227,815,300,0,0,0,1,2,277,2,"https://fbref.com/en/players/f6b94e8d/Saidou-Sow"
2025,"Strasbourg","Ligue 1","Abakar Sylla","CIV","DF","21-297",2002,4.4,350,71,256,82,12,6,350,4,1,25,3,75,196,616,214,0,0,0,2,1,222,2,"https://fbref.com/en/players/29c91632/Abakar-Sylla"
2025,"Strasbourg","Ligue 1","Caleb Wiley","USA","DF,MF","19-300",2004,2.4,111,3,36,46,30,4,111,1,0,0,1,100,57,285,110,2,1,0,6,3,72,7,"https://fbref.com/en/players/64796fe0/Caleb-Wiley"
2025,"Stuttgart","Bundesliga","El Bilal Touré","MLI","FW","23-014",2001,1.4,61,0,0,23,39,11,61,2,2,100,0,0,35,152,50,3,2,3,5,1,52,10,"https://fbref.com/en/players/47c609d5/El-Bilal-Toure"
2025,"Stuttgart","Bundesliga","Julian Chabot","GER","DF","26-248",1998,5.8,527,54,286,219,24,6,527,0,0,NA,0,NA,308,1328,646,3,4,0,0,1,365,1,"https://fbref.com/en/players/ae7058f9/Julian-Chabot"
2025,"Stuttgart","Bundesliga","Anrie Chase","JPN","DF","20-207",2004,3.5,291,28,132,131,32,3,291,4,2,50,2,50,157,509,213,1,4,0,1,1,213,1,"https://fbref.com/en/players/ee2cf168/Anrie-Chase"
2025,"Stuttgart","Bundesliga","Ermedin Demirović","BIH","FW","26-206",1998,3.9,115,0,6,57,53,21,114,3,1,33.3,2,66.7,58,216,48,1,1,0,8,4,85,18,"https://fbref.com/en/players/ed79b7d3/Ermedin-Demirovic"
2025,"Stuttgart","Bundesliga","Justin Diehl","GER","DF","19-325",2004,0.3,22,0,1,3,18,2,22,2,0,0,2,100,19,157,71,4,2,1,0,1,18,9,"https://fbref.com/en/players/d82a310a/Justin-Diehl"
2025,"Stuttgart","Bundesliga","Chris Führich","GER","FW,MF","26-282",1998,2.4,124,6,16,40,68,8,124,8,3,37.5,4,50,84,690,321,11,7,3,1,4,100,24,"https://fbref.com/en/players/0cf778df/Chris-Fuhrich"
2025,"Stuttgart","Bundesliga","Ramon Hendriks","NED","DF","23-091",2001,0,4,0,0,3,1,0,4,0,0,NA,0,NA,0,0,0,0,0,0,0,0,1,1,"https://fbref.com/en/players/5a28ad23/Ramon-Hendriks"
2025,"Stuttgart","Bundesliga","Atakan Karazor","","MF","28-004",1996,4.9,389,14,74,238,81,2,389,7,5,71.4,1,14.3,194,705,281,1,10,0,3,2,280,4,"https://fbref.com/en/players/5762be5c/Atakan-Karazor"
2025,"Stuttgart","Bundesliga","Frans Krätzig","GER","DF","21-277",2003,0.6,48,4,12,22,14,0,48,0,0,NA,0,NA,30,85,39,0,0,0,1,0,33,2,"https://fbref.com/en/players/1fc08838/Frans-Kratzig"
2025,"Stuttgart","Bundesliga","Jamie Leweling","GER","FW,MF","23-234",2001,5.5,261,4,24,111,131,21,261,24,12,50,11,45.8,168,1380,668,18,9,6,8,13,203,54,"https://fbref.com/en/players/13fe7b69/Jamie-Leweling"
2025,"Stuttgart","Bundesliga","Enzo Millot","FRA","MF","22-092",2002,4.7,343,3,53,182,114,18,342,16,13,81.3,2,12.5,190,1117,458,7,5,2,14,9,253,24,"https://fbref.com/en/players/f76022e7/Enzo-Millot"
2025,"Stuttgart","Bundesliga","Maximilian Mittelstädt","GER","DF","27-213",1997,5.1,460,22,112,213,138,6,460,7,5,71.4,1,14.3,243,970,457,7,10,1,7,2,306,26,"https://fbref.com/en/players/88d4144a/Maximilian-Mittelstadt"
2025,"Stuttgart","Bundesliga","Alexander Nübel","GER","GK","28-017",1996,6,263,205,259,4,0,0,263,0,0,NA,0,NA,157,701,458,0,0,0,0,0,161,0,"https://fbref.com/en/players/afb0c500/Alexander-Nubel"
2025,"Stuttgart","Bundesliga","Fabian Rieder","SUI","MF,FW","22-244",2002,2.8,158,0,17,52,91,6,158,6,4,66.7,2,33.3,77,507,252,10,6,1,8,3,104,25,"https://fbref.com/en/players/c2bd8585/Fabian-Rieder"
2025,"Stuttgart","Bundesliga","Anthony Rouault","FRA","DF","23-141",2001,2.8,201,18,103,94,4,1,201,1,1,100,0,0,73,260,111,0,0,0,0,1,134,1,"https://fbref.com/en/players/9b545925/Anthony-Rouault"
2025,"Stuttgart","Bundesliga","Pascal Stenzel","GER","DF","28-211",1996,1.3,95,5,35,43,18,1,95,0,0,NA,0,NA,47,133,49,0,0,0,1,0,52,4,"https://fbref.com/en/players/99f7e9aa/Pascal-Stenzel"
2025,"Stuttgart","Bundesliga","Angelo Stiller","GER","MF,DF","23-196",2001,5.9,540,19,119,313,110,4,540,5,4,80,1,20,280,1111,532,6,2,0,2,7,419,21,"https://fbref.com/en/players/3b1ed320/Angelo-Stiller"
2025,"Stuttgart","Bundesliga","Deniz Undav","GER","FW,MF","28-090",1996,4.6,204,2,16,104,88,25,204,5,2,40,3,60,121,680,341,14,6,4,13,13,172,31,"https://fbref.com/en/players/dd549382/Deniz-Undav"
2025,"Stuttgart","Bundesliga","Josha Vagnoman","GER","DF","23-311",2000,3.5,175,9,51,70,54,5,175,2,1,50,1,50,64,343,149,4,4,1,2,2,95,15,"https://fbref.com/en/players/fb377d11/Josha-Vagnoman"
2025,"Stuttgart","Bundesliga","Nick Woltemade","GER","MF","22-246",2002,0.4,34,0,6,6,22,8,34,2,1,50,1,50,21,73,19,0,1,1,4,2,27,7,"https://fbref.com/en/players/7ca196eb/Nick-Woltemade"
2025,"Stuttgart","Bundesliga","Dan-Axel Zagadou","FRA","DF,MF","25-136",1999,0.3,12,1,10,2,0,0,12,0,0,NA,0,NA,6,11,1,0,1,0,0,0,9,0,"https://fbref.com/en/players/a4effc55/Dan-Axel-Zagadou"
2025,"Torino","Serie A","Che Adams","SCO","FW,MF","28-096",1996,4.3,134,2,10,68,57,12,134,2,1,50,1,50,77,337,107,3,3,0,9,4,96,20,"https://fbref.com/en/players/f2bf1b0f/Che-Adams"
2025,"Torino","Serie A","Raoul Bellanova","ITA","DF","24-153",2000,1,51,5,19,19,13,1,51,1,0,0,1,100,34,228,127,4,3,0,1,0,33,5,"https://fbref.com/en/players/e3756e72/Raoul-Bellanova"
2025,"Torino","Serie A","Aaron Ciammaglichella","ITA","MF","19-265",2005,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/20525799/Aaron-Ciammaglichella"
2025,"Torino","Serie A","Saúl Coco","EQG","DF","25-251",1999,6,349,49,158,181,11,2,349,3,2,66.7,1,33.3,188,893,392,0,3,0,3,0,217,0,"https://fbref.com/en/players/d0ee1652/Saul-Coco"
2025,"Torino","Serie A","Ali Dembélé","FRA","DF","20-286",2004,0.6,29,2,7,19,4,0,29,1,0,0,1,100,15,68,43,2,1,0,0,0,16,0,"https://fbref.com/en/players/eb3df7d9/Ali-Dembele"
2025,"Torino","Serie A","Gvidas Gineitis","LTU","MF","20-185",2004,1.1,54,5,16,24,14,0,54,0,0,NA,0,NA,21,62,17,0,1,0,1,3,31,5,"https://fbref.com/en/players/548bd0de/Gvidas-Gineitis"
2025,"Torino","Serie A","Ivan Ilić","SRB","MF","23-214",2001,5.6,327,5,35,193,101,8,327,6,3,50,1,16.7,212,1087,502,15,12,1,9,7,252,29,"https://fbref.com/en/players/bb376bed/Ivan-Ilic"
2025,"Torino","Serie A","Yann Karamoh","FRA","FW","26-101",1998,0.5,21,0,4,8,9,1,21,0,0,NA,0,NA,10,69,27,1,2,0,1,1,15,4,"https://fbref.com/en/players/8b66d9cc/Yann-Karamoh"
2025,"Torino","Serie A","Valentino Lazaro","AUT","DF","28-207",1996,6.3,394,20,80,170,145,10,394,9,4,44.4,4,44.4,207,704,307,7,3,4,10,6,262,43,"https://fbref.com/en/players/016ff750/Valentino-Lazaro"
2025,"Torino","Serie A","Karol Linetty","POL","MF","29-258",1995,4.9,228,22,65,137,31,1,228,6,2,33.3,4,66.7,122,575,234,5,8,1,7,3,147,3,"https://fbref.com/en/players/d023d70f/Karol-Linetty"
2025,"Torino","Serie A","Guillermo Maripán","CHI","DF","30-164",1994,1.4,164,13,53,112,1,0,164,0,0,NA,0,NA,98,541,354,1,1,0,0,1,130,0,"https://fbref.com/en/players/d9764034/Guillermo-Maripan"
2025,"Torino","Serie A","Adam Masina","MAR","DF","30-289",1994,6.7,523,66,226,275,24,4,523,3,1,33.3,2,66.7,309,1468,953,6,6,1,3,1,370,3,"https://fbref.com/en/players/de0f152c/Adam-Masina"
2025,"Torino","Serie A","Vanja Milinković-Savić","SRB","GK","27-240",1997,6,275,218,271,4,0,0,275,0,0,NA,0,NA,150,834,579,0,0,0,0,0,123,0,"https://fbref.com/en/players/9fa26bc2/Vanja-Milinkovic-Savic"
2025,"Torino","Serie A","Eybi Nije","SWE","DF","19-156",2005,0.3,16,0,4,7,5,0,16,3,2,66.7,1,33.3,6,61,37,2,1,0,1,1,6,1,"https://fbref.com/en/players/15918c9c/Eybi-Nije"
2025,"Torino","Serie A","Alberto Paleari","ITA","GK","32-049",1992,1,37,29,37,0,0,0,37,0,0,NA,0,NA,23,111,65,0,0,0,0,0,15,0,"https://fbref.com/en/players/94a3606c/Alberto-Paleari"
2025,"Torino","Serie A","Marcus Pedersen","NOR","DF","24-093",2000,2.3,88,5,24,38,28,3,88,4,2,50,2,50,37,289,155,8,5,2,2,3,46,9,"https://fbref.com/en/players/596cc50e/Marcus-Pedersen"
2025,"Torino","Serie A","Samuele Ricci","ITA","MF","23-057",2001,6.6,336,27,75,198,67,5,336,6,2,33.3,2,33.3,218,1346,673,12,9,1,8,1,245,6,"https://fbref.com/en/players/9823be92/Samuele-Ricci"
2025,"Torino","Serie A","Antonio Sanabria","PAR","FW,MF","28-227",1996,2.4,67,1,5,32,31,8,66,0,0,NA,0,NA,46,175,36,1,0,0,6,8,62,10,"https://fbref.com/en/players/0a447501/Antonio-Sanabria"
2025,"Torino","Serie A","Saba Sazonov","GEO","DF","22-259",2002,0,1,1,1,0,0,0,1,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/645dffbf/Saba-Sazonov"
2025,"Torino","Serie A","Borna Sosa","CRO","DF","26-270",1998,2.8,166,4,33,90,44,2,166,1,0,0,1,100,94,557,164,1,3,0,2,0,119,11,"https://fbref.com/en/players/af0d79a9/Borna-Sosa"
2025,"Torino","Serie A","Adrien Tameze","CMR","MF,DF","30-256",1994,2.7,130,10,31,55,44,7,130,7,1,14.3,4,57.1,69,327,156,5,2,0,1,2,90,12,"https://fbref.com/en/players/8da74c05/Adrien-Tameze"
2025,"Torino","Serie A","Nikola Vlašić","CRO","FW,MF","27-013",1997,0.4,12,0,3,4,5,3,11,0,0,NA,0,NA,5,18,11,0,1,0,0,0,5,2,"https://fbref.com/en/players/aa8e289e/Nikola-Vlasic"
2025,"Torino","Serie A","Mërgim Vojvoda","KVX","DF","29-259",1995,4.1,283,17,102,153,29,0,283,2,0,0,1,50,191,990,453,2,2,0,3,1,220,4,"https://fbref.com/en/players/be2706c0/Mergim-Vojvoda"
2025,"Torino","Serie A","Sebastian Walukiewicz","POL","DF","24-195",2000,2.7,185,16,66,96,26,1,185,1,1,100,0,0,90,483,313,5,3,0,0,0,127,3,"https://fbref.com/en/players/217875a4/Sebastian-Walukiewicz"
2025,"Torino","Serie A","Duván Zapata","COL","FW","33-199",1991,6.5,192,11,25,72,96,39,192,9,1,11.1,7,77.8,104,470,207,6,4,4,9,8,141,36,"https://fbref.com/en/players/d3de9af0/Duvan-Zapata"
2025,"Tottenham","Premier League","Rodrigo Bentancur","URU","MF","27-114",1997,4.3,312,15,71,183,59,5,312,4,1,25,3,75,197,808,306,4,6,2,1,3,225,2,"https://fbref.com/en/players/3b8674e6/Rodrigo-Bentancur"
2025,"Tottenham","Premier League","Lucas Bergvall","SWE","MF,FW","18-258",2006,0.6,72,1,6,35,32,2,72,5,3,60,2,40,36,139,40,1,1,0,3,3,49,3,"https://fbref.com/en/players/a109e5c8/Lucas-Bergvall"
2025,"Tottenham","Premier League","Yves Bissouma","MLI","MF","28-048",1996,2.1,186,5,33,109,48,1,186,6,4,66.7,2,33.3,125,782,376,5,5,0,4,0,152,0,"https://fbref.com/en/players/6c203af0/Yves-Bissouma"
2025,"Tottenham","Premier League","Radu Drăgușin","ROU","DF","22-257",2002,1.1,70,7,26,36,9,2,70,1,0,0,0,0,33,138,65,0,1,0,1,0,39,0,"https://fbref.com/en/players/620922ed/Radu-Dragusin"
2025,"Tottenham","Premier League","Archie Gray","ENG","MF,DF","18-219",2006,0.4,43,1,12,26,6,0,43,1,0,0,0,0,25,95,34,0,0,0,1,2,31,1,"https://fbref.com/en/players/f58515f5/Archie-Gray"
2025,"Tottenham","Premier League","Son Heung-min","KOR","FW","32-101",1992,5,251,3,17,82,157,29,251,20,9,45,10,50,159,874,504,19,12,7,5,2,195,64,"https://fbref.com/en/players/92e7e919/Son-Heung-min"
2025,"Tottenham","Premier League","Brennan Johnson","WAL","FW","23-147",2001,5.7,227,4,21,68,141,53,227,9,4,44.4,3,33.3,138,872,513,26,6,23,12,5,163,66,"https://fbref.com/en/players/0cd31129/Brennan-Johnson"
2025,"Tottenham","Premier League","Dejan Kulusevski","SWE","MF,FW","24-175",2000,5.9,302,9,31,90,186,48,302,26,7,26.9,16,61.5,166,1255,764,29,16,8,13,18,192,50,"https://fbref.com/en/players/df3cda47/Dejan-Kulusevski"
2025,"Tottenham","Premier League","James Maddison","ENG","MF","27-329",1996,6.3,475,6,47,201,228,33,475,22,11,50,8,36.4,325,1621,724,15,11,6,9,8,356,37,"https://fbref.com/en/players/ee38d9c5/James-Maddison"
2025,"Tottenham","Premier League","Pape Matar Sarr","SEN","MF","22-033",2002,2.4,187,4,24,110,55,6,187,3,0,0,3,100,107,526,208,3,7,0,3,2,135,11,"https://fbref.com/en/players/feb5d972/Pape-Matar-Sarr"
2025,"Tottenham","Premier League","Mikey Moore","ENG","FW","17-067",2007,0.3,12,0,1,3,8,3,12,2,1,50,1,50,9,86,49,3,1,2,1,0,10,5,"https://fbref.com/en/players/00953a9d/Mikey-Moore"
2025,"Tottenham","Premier League","Wilson Odobert","FRA","FW","19-324",2004,1.8,105,2,11,29,65,13,105,10,3,30,6,60,76,626,410,13,10,6,4,4,80,18,"https://fbref.com/en/players/35516eac/Wilson-Odobert"
2025,"Tottenham","Premier League","Pedro Porro","ESP","DF","25-034",1999,7,541,29,139,195,213,9,541,11,2,18.2,7,63.6,299,1349,731,17,13,1,7,4,325,21,"https://fbref.com/en/players/27d0a506/Pedro-Porro"
2025,"Tottenham","Premier League","Richarlison","BRA","FW,MF","27-160",1997,0.3,18,2,2,15,1,1,18,1,1,100,0,0,7,25,13,1,0,0,0,0,14,1,"https://fbref.com/en/players/fa031b34/Richarlison"
2025,"Tottenham","Premier League","Cristian Romero","ARG","DF","26-173",1998,7,664,75,272,364,32,11,664,1,0,0,1,100,453,2224,1371,4,7,0,2,3,466,1,"https://fbref.com/en/players/a3d94a58/Cristian-Romero"
2025,"Tottenham","Premier League","Dominic Solanke","ENG","FW","27-033",1997,5,137,5,8,65,65,27,137,9,6,66.7,3,33.3,82,390,193,11,4,6,11,6,100,20,"https://fbref.com/en/players/e77dc3b2/Dominic-Solanke"
2025,"Tottenham","Premier League","Djed Spence","ENG","DF","24-069",2000,0.7,44,1,11,20,14,1,44,5,1,20,4,80,31,198,108,3,3,0,0,0,33,5,"https://fbref.com/en/players/9bc9a519/Djed-Spence"
2025,"Tottenham","Premier League","Destiny Udogie","ITA","DF","21-324",2002,6.3,443,15,90,186,170,21,443,10,5,50,5,50,237,1276,692,19,15,3,10,8,284,35,"https://fbref.com/en/players/7cd520e8/Destiny-Udogie"
2025,"Tottenham","Premier League","Micky van de Ven","NED","DF","23-181",2001,5.9,510,44,235,256,24,5,510,5,3,60,2,40,361,1674,833,4,7,1,3,3,387,1,"https://fbref.com/en/players/8fe2a392/Micky-van-de-Ven"
2025,"Tottenham","Premier League","Guglielmo Vicario","ITA","GK","28-010",1996,7,298,176,289,9,0,0,298,1,1,100,0,0,231,1188,671,0,0,0,0,0,204,0,"https://fbref.com/en/players/77d6fd4d/Guglielmo-Vicario"
2025,"Tottenham","Premier League","Timo Werner","GER","FW","28-225",1996,2.2,130,1,8,33,92,18,130,13,6,46.2,6,46.2,87,759,490,20,10,9,5,2,100,42,"https://fbref.com/en/players/49fe9070/Timo-Werner"
2025,"Toulouse","Ligue 1","Zakaria Aboukhlal","MAR","MF,FW","24-242",2000,5.3,150,0,6,59,89,25,149,8,3,37.5,5,62.5,91,443,218,8,6,3,14,7,108,39,"https://fbref.com/en/players/c2a6033c/Zakaria-Aboukhlal"
2025,"Toulouse","Ligue 1","Ümit Akdag","ROU","DF","21-011",2003,0.9,70,3,28,41,1,0,70,0,0,NA,0,NA,33,88,32,0,0,0,0,0,37,0,"https://fbref.com/en/players/d746900e/Umit-Akdag"
