"Season_End_Year","Squad","Comp","Player","Nation","Pos","Age","Born","Mins_Per_90","Touches_Touches","Def Pen_Touches","Def 3rd_Touches","Mid 3rd_Touches","Att 3rd_Touches","Att Pen_Touches","Live_Touches","Att_Take","Succ_Take","Succ_percent_Take","Tkld_Take","Tkld_percent_Take","Carries_Carries","TotDist_Carries","PrgDist_Carries","PrgC_Carries","Final_Third_Carries","CPA_Carries","Mis_Carries","Dis_Carries","Rec_Receiving","PrgR_Receiving","Url"
2025,"Rennes","Ligue 1","Benjamin Bourigeaud","FRA","MF","30-277",1994,0.9,57,3,9,24,25,2,57,1,1,100,0,0,20,79,44,0,2,0,1,1,35,4,"https://fbref.com/en/players/20e73fac/Benjamin-Bourigeaud"
2025,"Rennes","Ligue 1","Carlos Gómez","COL","MF","22-035",2002,0.5,16,0,0,8,9,3,16,5,3,60,2,40,13,91,49,1,1,1,3,0,12,8,"https://fbref.com/en/players/76a82373/Carlos-Gomez"
2025,"Rennes","Ligue 1","Amine Gouiri","ALG","FW,MF","24-244",2000,4.8,199,2,18,77,107,28,199,17,8,47.1,9,52.9,120,688,360,11,4,6,8,5,144,24,"https://fbref.com/en/players/aad56ca3/Amine-Gouiri"
2025,"Rennes","Ligue 1","Albert Grønbaek","DEN","MF,FW","23-147",2001,4.9,188,1,22,76,94,20,188,18,5,27.8,11,61.1,112,575,343,11,8,6,16,12,120,27,"https://fbref.com/en/players/0da5076f/Albert-Gronbaek"
2025,"Rennes","Ligue 1","Hans Hateboer","NED","DF,MF","30-282",1994,4.7,266,12,89,97,81,10,266,3,2,66.7,0,0,144,606,398,7,6,3,4,1,167,32,"https://fbref.com/en/players/3b333ac3/Hans-Hateboer"
2025,"Rennes","Ligue 1","Jordan James","WAL","MF","20-107",2004,0.3,16,0,4,4,8,1,16,0,0,NA,0,NA,8,28,16,0,0,0,0,0,8,1,"https://fbref.com/en/players/f719ad7f/Jordan-James"
2025,"Rennes","Ligue 1","Jota","POR","FW","25-201",1999,0.4,22,0,4,4,14,4,22,2,2,100,0,0,17,132,83,3,2,3,2,1,18,3,"https://fbref.com/en/players/8c5f1522/Jota"
2025,"Rennes","Ligue 1","Arnaud Kalimuendo","FRA","FW","22-271",2002,4.4,127,0,4,55,69,24,125,8,2,25,6,75,80,392,143,7,6,4,8,12,100,34,"https://fbref.com/en/players/bf4c41f9/Arnaud-Kalimuendo"
2025,"Rennes","Ligue 1","Glen Kamara","FIN","MF","28-355",1995,4,253,5,44,152,60,12,253,6,3,50,3,50,148,480,196,4,1,0,7,3,180,18,"https://fbref.com/en/players/4da9191b/Glen-Kamara"
2025,"Rennes","Ligue 1","Steve Mandanda","FRA","GK","39-203",1985,7,208,176,206,2,0,0,208,2,2,100,0,0,124,520,318,0,0,0,1,1,111,1,"https://fbref.com/en/players/1d2d5cc8/Steve-Mandanda"
2025,"Rennes","Ligue 1","Azor Matusiwa","NED","MF","26-172",1998,6.8,405,17,101,228,79,2,405,4,4,100,0,0,185,722,262,3,3,1,5,3,217,4,"https://fbref.com/en/players/a17a94d6/Azor-Matusiwa"
2025,"Rennes","Ligue 1","Henrik Meister","DEN","FW","20-335",2003,0.7,31,0,3,15,13,3,31,0,0,NA,0,NA,12,97,48,2,1,1,7,2,14,4,"https://fbref.com/en/players/e1a873eb/Henrik-Meister"
2025,"Rennes","Ligue 1","Mahamadou Nagida","CMR","MF,DF","19-111",2005,0.4,36,0,3,12,24,1,36,2,1,50,0,0,23,259,185,7,4,1,1,0,24,3,"https://fbref.com/en/players/8bfbf257/Mahamadou-Nagida"
2025,"Rennes","Ligue 1","Mikayil Ngor Faye","SEN","DF","20-095",2004,1.1,79,8,34,38,9,1,79,2,1,50,1,50,42,149,53,1,1,0,2,0,44,0,"https://fbref.com/en/players/b37ae816/Mikayil-Ngor-Faye"
2025,"Rennes","Ligue 1","Baptiste Santamaria","FRA","MF","29-222",1995,3,192,5,45,114,33,1,192,1,0,0,1,100,107,282,87,0,2,0,5,2,131,0,"https://fbref.com/en/players/5e22e2a4/Baptiste-Santamaria"
2025,"Rennes","Ligue 1","Alidu Seidu","GHA","DF","24-135",2000,5.9,366,29,124,188,57,4,366,11,7,63.6,2,18.2,204,1265,713,17,11,3,2,7,193,15,"https://fbref.com/en/players/cea59f02/Alidu-Seidu"
2025,"Rennes","Ligue 1","Leo Skiri Østigård","NOR","DF","24-324",1999,4.7,305,37,143,158,8,4,305,1,1,100,0,0,145,648,327,1,2,0,5,0,171,0,"https://fbref.com/en/players/b35a7399/Leo-Skiri-Ostigard"
2025,"Rennes","Ligue 1","Adrien Truffert","FRA","DF,MF","22-332",2001,5.4,265,5,61,110,96,10,265,8,1,12.5,7,87.5,140,619,298,8,9,2,7,2,158,28,"https://fbref.com/en/players/5d0e0a1f/Adrien-Truffert"
2025,"Rennes","Ligue 1","Christopher Wooh","CMR","DF","23-029",2001,6,310,54,157,148,8,3,310,4,2,50,1,25,170,792,451,0,0,0,3,1,201,0,"https://fbref.com/en/players/b003239d/Christopher-Wooh"
2025,"Roma","Serie A","Tammy Abraham","ENG","FW","27-015",1997,0,4,0,0,2,2,1,4,0,0,NA,0,NA,3,2,1,0,0,0,1,0,4,2,"https://fbref.com/en/players/f586779e/Tammy-Abraham"
2025,"Roma","Serie A","Angeliño","ESP","DF","27-287",1997,6.8,613,26,160,337,120,8,613,3,2,66.7,1,33.3,340,1798,1097,17,16,1,2,4,422,23,"https://fbref.com/en/players/30941e96/Angelino"
2025,"Roma","Serie A","Tommaso Baldanzi","ITA","MF,DF","21-208",2003,1.7,92,1,12,27,55,11,92,9,4,44.4,4,44.4,51,513,279,13,6,4,0,1,56,9,"https://fbref.com/en/players/102e2599/Tommaso-Baldanzi"
2025,"Roma","Serie A","Zeki Çelik","TUR","DF","27-243",1997,5.8,340,12,80,162,101,8,340,1,0,0,1,100,168,748,314,5,5,0,3,0,206,22,"https://fbref.com/en/players/31a62dc7/Zeki-Celik"
2025,"Roma","Serie A","Bryan Cristante","ITA","MF","29-228",1995,6.6,503,23,83,348,73,13,503,3,2,66.7,1,33.3,266,1677,953,10,8,1,8,3,366,6,"https://fbref.com/en/players/16657b95/Bryan-Cristante"
2025,"Roma","Serie A","Artem Dovbyk","UKR","FW","27-118",1997,6.8,160,3,8,54,98,46,160,9,4,44.4,5,55.6,82,358,70,4,2,1,12,4,122,47,"https://fbref.com/en/players/5b847bb0/Artem-Dovbyk"
2025,"Roma","Serie A","Paulo Dybala","ARG","FW,MF","30-337",1993,3.2,186,1,14,72,100,19,185,9,2,22.2,5,55.6,115,633,250,7,5,5,10,5,137,24,"https://fbref.com/en/players/e0921a4f/Paulo-Dybala"
2025,"Roma","Serie A","Mario Hermoso","ESP","DF","29-121",1995,0.8,46,6,22,19,5,0,46,3,2,66.7,1,33.3,18,82,38,0,1,0,0,1,27,2,"https://fbref.com/en/players/555f3a0b/Mario-Hermoso"
2025,"Roma","Serie A","Manu Koné","FRA","MF","23-153",2001,2.9,200,4,20,108,75,8,200,5,2,40,2,40,115,816,427,10,9,2,3,7,154,6,"https://fbref.com/en/players/86574238/Manu-Kone"
2025,"Roma","Serie A","Enzo Le Fée","FRA","MF","24-257",2000,1,77,1,10,39,29,4,77,2,2,100,0,0,43,315,185,3,3,0,3,1,55,1,"https://fbref.com/en/players/6f806d99/Enzo-Le-Fee"
2025,"Roma","Serie A","Gianluca Mancini","ITA","DF","28-183",1996,6.6,472,28,156,251,68,12,472,3,0,0,2,66.7,293,1502,936,17,19,2,4,0,361,6,"https://fbref.com/en/players/5aa53281/Gianluca-Mancini"
2025,"Roma","Serie A","Obite N'Dicka","CIV","DF","25-058",1999,7,559,66,245,301,18,3,559,1,0,0,0,0,359,2267,1050,7,5,0,3,3,415,1,"https://fbref.com/en/players/441197b8/Obite-NDicka"
2025,"Roma","Serie A","Leandro Paredes","ARG","MF","30-110",1994,1.2,100,4,24,55,21,2,100,0,0,NA,0,NA,57,283,92,0,1,0,3,0,71,0,"https://fbref.com/en/players/dff153a4/Leandro-Paredes"
2025,"Roma","Serie A","Lorenzo Pellegrini","ITA","MF","28-120",1996,5.8,265,7,29,114,124,15,265,11,4,36.4,7,63.6,149,880,323,4,8,1,9,7,190,33,"https://fbref.com/en/players/4a5a45c7/Lorenzo-Pellegrini"
2025,"Roma","Serie A","Niccolò Pisilli","ITA","MF","20-024",2004,2.7,170,2,18,98,57,9,170,5,1,20,1,20,86,429,202,5,5,0,9,2,129,10,"https://fbref.com/en/players/c84dcc88/Niccolo-Pisilli"
2025,"Roma","Serie A","Alexis Saelemaekers","BEL","FW,DF","25-112",1999,1.2,60,1,11,23,26,2,60,6,2,33.3,4,66.7,33,199,89,2,0,0,1,4,45,6,"https://fbref.com/en/players/ee251371/Alexis-Saelemaekers"
2025,"Roma","Serie A","Stephan El Shaarawy","ITA","DF","31-356",1992,2.8,181,2,26,74,86,10,181,9,3,33.3,6,66.7,86,681,313,9,10,2,4,2,115,23,"https://fbref.com/en/players/d3aaad90/Stephan-El-Shaarawy"
2025,"Roma","Serie A","Eldor Shomurodov","UZB","FW,DF","29-110",1995,0.4,23,0,0,9,14,5,23,1,1,100,0,0,15,41,23,1,0,0,2,1,18,5,"https://fbref.com/en/players/57469b2d/Eldor-Shomurodov"
2025,"Roma","Serie A","Matìas Soulé","ARG","MF,FW","21-185",2003,4.3,310,3,26,108,181,17,310,32,10,31.3,16,50,206,1231,678,25,18,8,15,8,229,50,"https://fbref.com/en/players/c13ddd3e/Matias-Soule"
2025,"Roma","Serie A","Mile Svilar","SRB","GK","25-051",1999,7,268,210,265,2,1,1,268,0,0,NA,0,NA,154,937,641,0,0,0,0,1,148,0,"https://fbref.com/en/players/bcf5058a/Mile-Svilar"
2025,"Roma","Serie A","Nicola Zalewski","POL","DF,FW","22-268",2002,2.4,150,2,17,58,77,8,150,7,0,0,7,100,87,762,411,20,10,4,2,2,105,28,"https://fbref.com/en/players/45191c29/Nicola-Zalewski"
2025,"Saint-Étienne","Ligue 1","Yunis Abdelhamid","MAR","DF","37-019",1987,5,283,59,173,103,7,3,283,2,1,50,1,50,138,747,426,2,0,0,6,1,175,3,"https://fbref.com/en/players/32c2d95f/Yunis-Abdelhamid"
2025,"Saint-Étienne","Ligue 1","Ayman Aiki","FRA","FW,MF","19-114",2005,1,31,0,7,15,9,1,31,3,0,0,3,100,24,109,44,2,1,0,4,6,25,6,"https://fbref.com/en/players/8399c416/Ayman-Aiki"
2025,"Saint-Étienne","Ligue 1","Mathis Amougou","FRA","MF","18-273",2006,6,222,12,63,119,44,2,222,13,5,38.5,7,53.8,128,692,337,4,10,1,10,4,137,4,"https://fbref.com/en/players/f93cca97/Mathis-Amougou"
2025,"Saint-Étienne","Ligue 1","Dennis Appiah","FRA","DF","32-130",1992,4.9,277,21,104,127,48,3,277,7,7,100,0,0,113,482,290,10,1,0,4,6,145,14,"https://fbref.com/en/players/feb5d3ab/Dennis-Appiah"
2025,"Saint-Étienne","Ligue 1","Dylan Batubinsika","COD","DF","28-245",1996,7,402,49,216,180,7,3,402,6,4,66.7,1,16.7,207,1122,634,2,1,0,2,0,250,1,"https://fbref.com/en/players/37d39918/Dylan-Batubinsika"
2025,"Saint-Étienne","Ligue 1","Augustine Boakye","GHA","MF,FW","23-349",2000,0.6,21,0,4,9,8,1,21,3,1,33.3,2,66.7,11,100,39,3,2,1,1,0,13,2,"https://fbref.com/en/players/59e9edb5/Augustine-Boakye"
2025,"Saint-Étienne","Ligue 1","Benjamin Bouchouari","MAR","MF","22-339",2001,0.5,34,1,9,24,3,0,34,1,0,0,1,100,22,94,48,1,1,0,1,0,25,1,"https://fbref.com/en/players/599f9013/Benjamin-Bouchouari"
2025,"Saint-Étienne","Ligue 1","Mathieu Cafaro","FRA","MF,FW","27-206",1997,4.6,185,3,27,70,89,16,185,10,2,20,8,80,107,761,310,9,4,5,7,7,133,32,"https://fbref.com/en/players/2a657da0/Mathieu-Cafaro"
2025,"Saint-Étienne","Ligue 1","Pierre Cornud","FRA","DF","27-310",1996,2.3,130,14,54,53,26,0,130,3,0,0,3,100,48,235,108,2,4,0,2,2,54,9,"https://fbref.com/en/players/edeb21ff/Pierre-Cornud"
2025,"Saint-Étienne","Ligue 1","Zuriko Davitashvili","GEO","MF,FW","23-245",2001,6.7,256,4,34,125,105,17,256,32,10,31.3,20,62.5,139,982,405,15,12,8,13,11,163,37,"https://fbref.com/en/players/88b4d2e3/Zuriko-Davitashvili"
2025,"Saint-Étienne","Ligue 1","Pierre Ekwah Elimby","FRA","MF","22-276",2002,4,210,23,76,113,21,0,210,4,1,25,3,75,101,424,136,2,1,0,1,3,143,2,"https://fbref.com/en/players/830371be/Pierre-Ekwah-Elimby"
2025,"Saint-Étienne","Ligue 1","Lamine Fomba","FRA","MF","26-265",1998,0.8,52,3,15,34,3,0,52,0,0,NA,0,NA,28,188,69,0,0,0,0,1,34,1,"https://fbref.com/en/players/2145368f/Lamine-Fomba"
2025,"Saint-Étienne","Ligue 1","Gautier Larsonneur","FRA","GK","27-237",1997,7,276,225,275,2,0,0,276,0,0,NA,0,NA,154,733,456,0,0,0,0,0,135,0,"https://fbref.com/en/players/b49729cb/Gautier-Larsonneur"
2025,"Saint-Étienne","Ligue 1","Yvann Macon","FRA","DF","26-016",1998,1.6,114,6,23,62,30,3,114,2,1,50,1,50,56,349,163,5,4,1,3,1,78,13,"https://fbref.com/en/players/0bb6e193/Yvann-Macon"
2025,"Saint-Étienne","Ligue 1","Aimen Moueffek","FRA","MF","23-191",2001,3.4,169,17,43,102,27,1,169,5,1,20,4,80,90,317,133,3,1,0,14,1,102,3,"https://fbref.com/en/players/2591b066/Aimen-Moueffek"
2025,"Saint-Étienne","Ligue 1","Louis Mouton","FRA","MF,DF","22-136",2002,0.6,44,1,11,22,13,1,44,0,0,NA,0,NA,29,161,81,0,1,0,1,0,28,1,"https://fbref.com/en/players/c37823fe/Louis-Mouton"
2025,"Saint-Étienne","Ligue 1","Mickael Nade","FRA","DF","25-227",1999,2.6,160,23,78,77,7,2,160,1,0,0,1,100,79,332,206,4,3,0,4,0,96,0,"https://fbref.com/en/players/a6b6fa6e/Mickael-Nade"
2025,"Saint-Étienne","Ligue 1","Marwann Nzuzi","FRA","DF","20-154",2004,1.4,72,3,31,28,13,0,72,2,0,0,2,100,34,142,59,2,1,0,3,2,40,5,"https://fbref.com/en/players/165787d9/Marwann-Nzuzi"
2025,"Saint-Étienne","Ligue 1","Ben Old","NZL","MF,FW","22-065",2002,4.2,126,3,30,44,57,9,126,15,8,53.3,6,40,79,608,290,10,5,3,7,5,90,19,"https://fbref.com/en/players/e14e818c/Ben-Old"
2025,"Saint-Étienne","Ligue 1","Jibril Othman","TUN","FW","20-174",2004,0.1,1,0,0,1,0,0,1,0,0,NA,0,NA,1,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/967bb460/Jibril-Othman"
2025,"Saint-Étienne","Ligue 1","Beres Owusu","FRA","DF","21-028",2003,1,44,5,15,19,10,1,44,0,0,NA,0,NA,19,84,32,0,2,0,1,1,20,0,"https://fbref.com/en/players/32c61db3/Beres-Owusu"
2025,"Saint-Étienne","Ligue 1","Kévin Pedro","FRA","DF","18-239",2006,0.1,17,4,8,8,1,0,17,1,1,100,0,0,8,60,38,2,0,0,0,0,4,1,"https://fbref.com/en/players/ff1f24ca/Kevin-Pedro"
2025,"Saint-Étienne","Ligue 1","Léo Pétrot","FRA","DF","27-185",1997,2.7,131,16,61,49,21,2,131,2,2,100,0,0,43,144,86,1,0,0,1,2,55,6,"https://fbref.com/en/players/00638016/Leo-Petrot"
2025,"Saint-Étienne","Ligue 1","Ibrahim Sissoko","MLI","FW","28-325",1995,5.1,158,7,17,81,61,20,157,5,1,20,4,80,84,370,161,8,7,4,15,9,110,24,"https://fbref.com/en/players/a170541f/Ibrahim-Sissoko"
2025,"Saint-Étienne","Ligue 1","Lucas Stassin","BEL","FW","19-324",2004,1.7,58,2,7,25,27,2,58,2,0,0,1,50,29,145,93,5,4,1,6,2,37,10,"https://fbref.com/en/players/a47d6f3a/Lucas-Stassin"
2025,"Saint-Étienne","Ligue 1","Florian Tardieu","FRA","MF","32-178",1992,1.8,131,9,42,81,11,0,131,0,0,NA,0,NA,85,275,120,0,1,0,2,1,93,1,"https://fbref.com/en/players/ed39121c/Florian-Tardieu"
2025,"Saint-Étienne","Ligue 1","Ibrahima Wadji","SEN","FW","29-165",1995,0.5,16,0,0,6,10,3,16,2,2,100,0,0,10,52,9,0,0,0,4,1,10,5,"https://fbref.com/en/players/c844f6f9/Ibrahima-Wadji"
2025,"Sevilla","La Liga","Lucien Agoume","FRA","MF","22-251",2002,6,411,15,96,246,75,5,411,10,8,80,2,20,211,1004,446,8,9,1,10,5,287,10,"https://fbref.com/en/players/8bc8829a/Lucien-Agoume"
2025,"Sevilla","La Liga","Loïc Bade","FRA","DF","24-189",2000,6.2,497,60,309,178,13,5,497,9,7,77.8,2,22.2,298,1271,507,0,3,0,2,2,329,1,"https://fbref.com/en/players/114bbdee/Loic-Bade"
2025,"Sevilla","La Liga","Valentín Barco","ARG","DF","20-086",2004,2.8,200,4,40,75,86,3,200,12,2,16.7,9,75,98,416,179,2,3,0,3,3,114,10,"https://fbref.com/en/players/b9f282ec/Valentin-Barco"
2025,"Sevilla","La Liga","Carmona","ESP","DF","22-262",2002,8.8,609,26,206,336,76,2,609,11,4,36.4,4,36.4,299,1334,673,6,3,0,9,5,325,5,"https://fbref.com/en/players/2dce876a/Carmona"
2025,"Sevilla","La Liga","Chidera Ejuke","NGA","FW,MF","26-289",1998,5.5,327,1,24,139,173,22,327,45,28,62.2,14,31.1,230,1982,1113,47,21,14,13,15,245,59,"https://fbref.com/en/players/e7f3e8a7/Chidera-Ejuke"
2025,"Sevilla","La Liga","Nemanja Gudelj","SRB","MF,DF","32-336",1991,6,351,21,116,198,40,2,351,1,1,100,0,0,146,614,246,2,1,0,4,1,210,1,"https://fbref.com/en/players/0076ab7f/Nemanja-Gudelj"
2025,"Sevilla","La Liga","Stanis Idumbo","BEL","FW","19-110",2005,0.1,6,0,0,4,3,0,6,0,0,NA,0,NA,5,47,16,1,0,0,1,1,4,1,"https://fbref.com/en/players/53551b98/Stanis-Idumbo"
2025,"Sevilla","La Liga","Kelechi Iheanacho","NGA","FW","28-014",1996,3,67,2,6,28,33,9,67,2,1,50,1,50,40,134,52,2,2,0,7,4,51,7,"https://fbref.com/en/players/c92e1a31/Kelechi-Iheanacho"
2025,"Sevilla","La Liga","Dodi Lukebakio","BEL","FW","27-023",1997,7.3,301,2,37,99,170,41,300,36,20,55.6,15,41.7,201,1796,1258,45,26,22,21,13,225,44,"https://fbref.com/en/players/0c61c77c/Dodi-Lukebakio"
2025,"Sevilla","La Liga","Marcão","BRA","DF","28-134",1996,3.3,228,22,123,101,5,2,228,3,0,0,1,33.3,134,643,303,0,0,0,4,3,155,0,"https://fbref.com/en/players/133faa84/Marcao"
2025,"Sevilla","La Liga","Mateo Mejía","ESP","FW","21-200",2003,0.1,2,0,0,1,1,0,2,1,0,0,0,0,1,2,0,0,0,0,0,0,1,0,"https://fbref.com/en/players/a96e9b5c/Mateo-Mejia"
2025,"Sevilla","La Liga","Gonzalo Montiel","ARG","MF","27-290",1997,0,5,0,0,2,3,2,5,0,0,NA,0,NA,2,4,0,0,0,0,1,0,3,1,"https://fbref.com/en/players/374d5158/Gonzalo-Montiel"
2025,"Sevilla","La Liga","Jesús Navas","ESP","FW,MF","38-331",1985,2.4,138,3,20,61,57,4,138,3,2,66.7,1,33.3,80,411,195,4,3,1,1,3,101,29,"https://fbref.com/en/players/3f10bd22/Jesus-Navas"
2025,"Sevilla","La Liga","Tanguy Nianzou","FRA","DF","22-132",2002,4.8,325,44,175,142,9,4,325,3,3,100,0,0,180,832,374,4,3,0,2,0,225,0,"https://fbref.com/en/players/5853ac44/Tanguy-Nianzou"
2025,"Sevilla","La Liga","Saúl Ñíguez","ESP","MF","29-331",1994,3.6,201,4,47,98,58,13,201,5,2,40,2,40,112,497,210,2,5,1,6,6,133,11,"https://fbref.com/en/players/c14bc029/Saul-Niguez"
2025,"Sevilla","La Liga","Ørjan Nyland","NOR","GK","34-037",1990,9,342,294,336,6,0,0,342,0,0,NA,0,NA,196,817,361,0,0,0,0,0,190,0,"https://fbref.com/en/players/bdedffac/Orjan-Nyland"
2025,"Sevilla","La Liga","Lucas Ocampos","ARG","FW","30-098",1994,1.9,115,1,11,60,45,5,115,8,2,25,5,62.5,63,377,183,5,4,0,5,3,84,20,"https://fbref.com/en/players/a08b974a/Lucas-Ocampos"
2025,"Sevilla","La Liga","Adrià Pedrosa","ESP","DF,MF","26-157",1998,5.7,372,20,127,160,90,5,372,9,6,66.7,3,33.3,167,823,424,9,14,1,8,4,213,25,"https://fbref.com/en/players/112521d1/Adria-Pedrosa"
2025,"Sevilla","La Liga","Peque","ESP","MF,FW","22-013",2002,4.9,181,2,19,88,76,16,181,9,2,22.2,5,55.6,106,457,189,6,5,1,7,12,126,14,"https://fbref.com/en/players/cb971b4f/Peque"
2025,"Sevilla","La Liga","Isaac Romero","ESP","FW","24-152",2000,5,155,6,12,70,74,19,155,12,6,50,3,25,87,389,193,6,3,3,14,11,108,17,"https://fbref.com/en/players/be719093/Isaac-Romero"
2025,"Sevilla","La Liga","Kike Salas","ESP","DF","22-177",2002,2.2,215,14,103,105,8,2,215,0,0,NA,0,NA,121,561,349,2,1,0,1,0,143,0,"https://fbref.com/en/players/0a69de7b/Kike-Salas"
2025,"Sevilla","La Liga","Albert Sambi Lokonga","BEL","MF","24-361",1999,1.9,123,4,36,71,16,1,123,2,1,50,0,0,69,282,142,3,0,0,1,1,89,1,"https://fbref.com/en/players/1b4f1169/Albert-Sambi-Lokonga"
2025,"Sevilla","La Liga","Juanlu Sánchez","ESP","MF,DF","21-063",2003,3.4,127,1,26,65,38,7,127,5,0,0,5,100,63,301,172,3,3,1,2,3,80,13,"https://fbref.com/en/players/cc6de655/Juanlu-Sanchez"
2025,"Sevilla","La Liga","Djibril Sow","SUI","MF","27-254",1997,4.1,208,4,40,132,41,8,208,3,0,0,2,66.7,115,595,290,5,5,1,8,3,149,10,"https://fbref.com/en/players/4c6facae/Djibril-Sow"
2025,"Sevilla","La Liga","Suso","ESP","FW,MF","30-333",1993,0.8,67,0,8,27,34,1,67,11,5,45.5,5,45.5,45,260,144,3,4,0,2,3,44,3,"https://fbref.com/en/players/4e219ad2/Suso"
2025,"Southampton","Premier League","Carlos Alcaraz","ARG","MF","21-322",2002,0.1,17,0,1,8,9,2,17,2,0,0,2,100,12,112,98,4,1,0,0,0,12,1,"https://fbref.com/en/players/4abac767/Carlos-Alcaraz"
2025,"Southampton","Premier League","Samuel Amo-Ameyaw","ENG","DF","18-091",2006,0.1,6,0,0,0,6,1,6,0,0,NA,0,NA,6,50,25,0,0,1,0,2,6,2,"https://fbref.com/en/players/9eedf0e0/Samuel-Amo-Ameyaw"
2025,"Southampton","Premier League","Cameron Archer","ENG","FW","23-088",2001,3.2,78,3,10,36,32,13,77,4,3,75,1,25,39,208,103,5,0,4,7,6,51,13,"https://fbref.com/en/players/05e8ca6d/Cameron-Archer"
2025,"Southampton","Premier League","Joe Aribo","NGA","MF","28-088",1996,4,227,11,46,101,82,10,227,11,3,27.3,7,63.6,134,835,499,15,8,5,1,6,169,22,"https://fbref.com/en/players/328f7d51/Joe-Aribo"
2025,"Southampton","Premier League","Adam Armstrong","ENG","FW","27-250",1997,2.6,92,2,5,35,52,14,92,4,0,0,4,100,57,279,107,6,1,2,3,6,66,17,"https://fbref.com/en/players/68c720b5/Adam-Armstrong"
2025,"Southampton","Premier League","Jan Bednarek","POL","DF","28-188",1996,6.9,709,138,362,338,13,2,709,0,0,NA,0,NA,385,1499,754,2,4,1,1,0,508,1,"https://fbref.com/en/players/4115ce4e/Jan-Bednarek"
2025,"Southampton","Premier League","Ben Brereton","CHI","FW","25-182",1999,4.3,181,3,15,64,103,19,181,4,1,25,2,50,125,736,370,11,13,4,6,3,154,36,"https://fbref.com/en/players/57827369/Ben-Brereton"
2025,"Southampton","Premier League","Maxwel Cornet","CIV","FW","28-020",1996,0.8,34,1,8,14,13,2,34,1,0,0,1,100,16,73,26,1,0,1,3,0,23,5,"https://fbref.com/en/players/beb391dd/Maxwel-Cornet"
2025,"Southampton","Premier League","Tyler Dibling","ENG","FW,MF","18-219",2006,4.1,180,5,18,75,88,10,180,25,11,44,8,32,127,1209,643,22,14,8,11,9,143,23,"https://fbref.com/en/players/bdcc89ae/Tyler-Dibling"
2025,"Southampton","Premier League","Flynn Downes","ENG","MF","25-271",1999,7,503,23,138,264,102,9,503,6,1,16.7,5,83.3,221,1254,633,12,9,2,7,7,368,15,"https://fbref.com/en/players/69fdb896/Flynn-Downes"
2025,"Southampton","Premier League","Samuel Edozie","ENG","DF,FW","21-263",2003,0.7,43,0,0,7,36,10,43,4,2,50,2,50,34,336,197,6,2,4,4,0,39,23,"https://fbref.com/en/players/007414dd/Samuel-Edozie"
2025,"Southampton","Premier League","Mateus Fernandes","POR","MF","20-099",2004,4.1,208,6,43,107,63,13,208,12,7,58.3,5,41.7,109,671,316,10,6,1,9,8,145,18,"https://fbref.com/en/players/ef491564/Mateus-Fernandes"
2025,"Southampton","Premier League","Ryan Fraser","SCO","FW","30-236",1994,1.4,43,3,12,20,11,0,43,1,0,0,1,100,23,125,61,3,3,0,1,1,28,4,"https://fbref.com/en/players/d56543a0/Ryan-Fraser"
2025,"Southampton","Premier League","Taylor Harwood-Bellis","ENG","DF","22-261",2002,5.6,495,52,218,240,39,9,495,1,1,100,0,0,283,1255,792,3,4,0,3,3,372,3,"https://fbref.com/en/players/47327321/Taylor-Harwood-Bellis"
2025,"Southampton","Premier League","Adam Lallana","ENG","MF","36-160",1988,1.3,113,5,33,55,25,3,113,3,2,66.7,1,33.3,57,296,95,1,5,0,3,4,88,3,"https://fbref.com/en/players/99813635/Adam-Lallana"
2025,"Southampton","Premier League","Ryan Manning","IRL","DF","28-125",1996,0.8,23,8,10,6,8,0,23,2,1,50,1,50,10,35,12,0,0,0,1,0,13,2,"https://fbref.com/en/players/847b53eb/Ryan-Manning"
2025,"Southampton","Premier League","Alex McCarthy","ENG","GK","34-319",1989,2,57,45,57,0,0,0,57,0,0,NA,0,NA,37,138,84,0,0,0,0,0,35,0,"https://fbref.com/en/players/36c2ca73/Alex-McCarthy"
2025,"Southampton","Premier League","Paul Onuachu","NGA","FW","30-142",1994,0.2,8,0,2,7,0,0,8,1,1,100,0,0,7,26,1,0,0,0,1,1,7,0,"https://fbref.com/en/players/c06d1086/Paul-Onuachu"
2025,"Southampton","Premier League","Aaron Ramsdale","ENG","GK","26-156",1998,5,235,169,231,5,0,0,235,0,0,NA,0,NA,174,880,582,0,0,0,0,0,152,0,"https://fbref.com/en/players/466fb2c5/Aaron-Ramsdale"
2025,"Southampton","Premier League","William Smallbone","IRL","MF","24-239",2000,2.4,152,5,18,63,72,11,152,1,1,100,0,0,61,237,128,2,5,0,7,2,93,12,"https://fbref.com/en/players/5e105217/William-Smallbone"
2025,"Southampton","Premier League","Jack Stephens","ENG","DF","30-264",1994,3.9,347,25,114,193,41,3,347,2,0,0,2,100,206,1083,636,6,7,0,1,0,276,0,"https://fbref.com/en/players/6adbc307/Jack-Stephens"
2025,"Southampton","Premier League","Ross Stewart","SCO","FW,MF","28-098",1996,1.5,61,5,13,30,18,2,61,2,1,50,1,50,34,144,54,1,0,0,1,5,46,5,"https://fbref.com/en/players/18986367/Ross-Stewart"
